% =============================================
% Instituto Tecnológico de Aeronáutica - 2008
%   .: Ricardo Rodrigues & Thiago Trigo :.
% =============================================

@relation textura
@attribute ASM_0 REAL
@attribute CONT_0 REAL
@attribute CORR_0 REAL
@attribute IDM_0 REAL
@attribute ENT_0 REAL
@attribute class {pato,tucano,frog,naja,baleia,leao,elefante}

@data
7.007345072148928E-4,572.9199078877826,1.9823679427971006E-4,0.26437159688568423,9.010465048852538,baleia
3.4130648519945677E-4,101.82422730422515,1.598898409768072E-4,0.20610156398019253,8.55442713004806,baleia
0.0013552568483174959,44.452362989323554,8.916530966445935E-4,0.4170585399504632,7.232808333714901,baleia
0.003203125809616859,128.52841257050795,2.1579143565117543E-4,0.4629610651529386,7.57316346787495,baleia
0.0013853610035621756,42.53735451582951,0.0028261665736439272,0.246305182684012,7.104199768370098,baleia
6.91325359580006E-4,205.9013107638901,3.4388777073788933E-4,0.2738476808739991,8.330640851062354,baleia
0.0020595743565375406,134.24611751152213,2.4841842210771145E-4,0.3035848730852942,8.198211927030053,baleia
2.6777664369597527E-4,361.93498847926566,2.6425960838448036E-4,0.17643505115520217,9.14837264583814,baleia
0.0015697846259156737,30.90930681133221,3.411964622008824E-4,0.4128197462233698,7.5220048708204,baleia
0.001772682519443209,64.01268782865354,2.9080009125141904E-4,0.4037394578277644,7.7447392815882345,baleia
0.005082715107827827,52.217521802326814,0.0010450390514839091,0.6329517645963612,6.556116088408889,baleia
0.015129366196997555,133.65827887792992,7.786536767754959E-4,0.6378273798816301,6.1774023439624814,baleia
8.932408651670413E-4,564.4344850498429,2.603454617718939E-4,0.2012533728553824,8.64664915461602,baleia
0.03367490435252875,59.84059976009567,0.0012856343383161211,0.5210834326863266,6.288732447966366,baleia
0.009121788818672552,26.598310943002087,0.0016394768713624366,0.6398332404224547,6.086351024851095,baleia
0.0019623930139006686,13.685464424894281,9.042961050933014E-4,0.5426215724076981,6.762619429150332,baleia
8.537070993518267E-4,364.48777300937786,2.3466116095433208E-4,0.22379803124602698,8.577196519896255,baleia
0.022366381793236353,209.01671521035428,1.6791112081912925E-4,0.4182149338981519,7.440129434475613,baleia
0.004383515029192814,206.699354460094,5.976395534433945E-4,0.46710148467359763,7.419820787261261,baleia
5.977672229196331E-4,262.6880833652962,3.387091947325294E-4,0.24479854202241558,8.424441904450022,baleia
6.242288157185695E-4,191.1348694118171,4.378848852552727E-4,0.26430885134823456,8.499162818110543,baleia
0.0013393830744266992,29.190915924276545,8.998317241239368E-4,0.4316741291692794,7.195263496883414,baleia
0.020749688777165466,36.74078256302532,0.003649536693371152,0.7065199816111503,5.2900891020566725,baleia
0.0011588051604084165,281.0346535947683,2.5922163849000394E-4,0.3286682314186846,8.166516233372187,baleia
0.002381308861453997,300.4797333333407,5.569616960179117E-4,0.3741129420429823,7.95482227646326,baleia
0.0018724651108909076,260.00853373057436,2.331685529630738E-4,0.37055096683338373,8.13497001988974,baleia
6.726719538371022E-4,73.92277994791675,4.355352952844265E-4,0.3003591017303595,7.931791742652111,baleia
0.0010454048202216536,148.82362288135857,1.9830408099135366E-4,0.3593751192726545,7.972142531216687,baleia
0.005357658145819613,64.31506578947213,3.7861772012407526E-4,0.5488054804343017,7.034072450176104,baleia
0.001737573591579879,91.32412083333605,2.2464845178286015E-4,0.37915110233221655,7.405038960411014,baleia
0.01024061739546671,37.97446489434235,5.22258539561767E-4,0.6585684497446475,6.1880276530042835,baleia
0.0012766175000001765,152.5259166666681,8.187460388640946E-4,0.26476101942996616,7.6821209963040715,baleia
0.001189095148788357,134.29459574468024,3.527570538096903E-4,0.34553627815910887,7.956621373362316,baleia
5.826749614920705E-4,165.14078196346787,1.5976053955697413E-4,0.28966887626015936,8.297372994439785,baleia
8.700163676187747E-4,146.30493273542456,4.5369854546238955E-4,0.3046415966315496,8.252119481705277,baleia
0.016859261414840197,120.03280792300205,3.220295770263365E-4,0.40848796671394744,7.554083560028473,baleia
5.559165624999927E-4,532.3492416666675,2.1589256678441045E-4,0.17520917432747676,9.221655039005173,elefante
1.463176984770488E-4,393.98564071371334,2.522965749945093E-4,0.12096093108493873,9.38471342039089,elefante
0.020291581111111866,356.75140416666466,2.9381351181606796E-4,0.44870976759025616,7.318593526472375,elefante
0.003396903888882655,454.26541611876894,2.5694229282272025E-4,0.26524135532676185,8.650842192495544,elefante
2.199903211806111E-4,377.1599708333329,2.679061572569036E-4,0.14489409116157376,9.08763159230817,elefante
2.629311284722665E-4,242.81450833333537,3.375755489398724E-4,0.18707643580831831,8.98033125043047,elefante
1.0557147213359892E-4,392.54165068493694,2.946400327956179E-4,0.09997119322733684,9.514989210651082,elefante
5.162962672148909E-4,850.7271909845704,2.511593968825847E-4,0.2089259863228564,9.292706810073012,elefante
0.0022673863834324183,147.99404507710312,0.0010730052038662975,0.25734948151718046,7.365580004998538,elefante
6.663831728868107E-5,1169.1441021937055,3.8872714627909523E-4,0.04432420800731875,9.8996803386175,elefante
7.420042140615934E-4,437.1869075520962,2.0643896355030002E-4,0.2343544421711031,9.030294279585851,elefante
3.002154932313944E-4,147.48241036373196,8.149888770797337E-4,0.1738717524106095,8.556854872445234,elefante
3.448616319445242E-4,400.5760083333369,8.700086334868597E-4,0.12947508170744226,8.629353539469214,elefante
1.452675128677212E-4,553.9885794583662,3.102177894952187E-4,0.09836150866929831,9.584174627200992,elefante
3.900419712066601E-4,392.0459472656237,3.994988262827039E-4,0.17158983820906532,8.549172518806307,elefante
3.7703603541154737E-4,191.62744238477111,2.6610527863266093E-4,0.2800840302655373,8.678219579360164,elefante
4.747427449827217E-4,318.24984824698953,2.7472224882263874E-4,0.2690866201526272,8.629571015545421,elefante
6.266643633432361E-4,116.64709454573723,2.7908128107007887E-4,0.3260274381941189,8.200355626655732,elefante
8.039185661116155E-4,72.71874374374151,3.8043804114704837E-4,0.37578665974959885,8.094315379947405,elefante
8.449262448319826E-5,1758.9098056812693,2.5591001649839204E-4,0.0799715201153954,9.881210235261566,elefante
2.0797345321627185E-4,426.3622955322247,2.0499660802848258E-4,0.19618827850723397,9.311068107896478,elefante
1.656125510987325E-4,395.303537184751,3.313458619591404E-4,0.13327350519772746,9.176605925808762,elefante
1.881190841856165E-4,388.5786798680016,6.084740167639685E-4,0.11136807246911375,9.105436806778963,elefante
